,Feature Type,Feature Name,District,Distance from Dam (km),Alert Zone,Alert Colour,Zone Description,Piping — Inundated?,Piping — Area Flooded (%),Piping — Max Depth (m),Piping — Arrival (hrs),Piping — Evac Window,Piping — PAR,Overtopping — Inundated?,Overtopping — Area Flooded (%),Overtopping — Max Depth (m),Overtopping — Arrival (hrs),Overtopping — Evac Window,Overtopping — PAR,Population,Nearest Shelter,Shelter Distance (km),Hazard Class (Piping),Hazard Class (Overtop),Flood Status (Piping),Flood Status (Overtop),Remarks,Piping — Inundated km,Piping — Inundated %,Piping — Flood Status,Overtopping — Inundated km,Overtopping — Inundated %,Overtopping — Flood Status,Total Road Length (km)
303,Road — Service Road,Service Road — Sasure,Solapur,14.032,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.045,41.1,ROAD PARTIALLY FLOODED,0.11
304,Settlement / Village,Sasure,Solapur,14.065,Zone II,ORANGE,HIGH RISK,YES,5.3,2.998,6.49,6–8 hours,183.0,YES,18.7,4.99,2.6,2–4 hours,641.0,3427.0,None,0.55,H1,H1,VILLAGE PARTIALLY FLOODED,VILLAGE PARTIALLY FLOODED,,,,,,,,
305,Road — Internal Road,Internal Road — Sasure,Solapur,14.103,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.101,19.1,ROAD MARGINALLY AFFECTED,0.319,60.5,ROAD PARTIALLY FLOODED,0.527
306,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.158,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
307,Settlement / Village,Vairag,Solapur,14.197,Zone II,ORANGE,HIGH RISK,NO,0.0,,Not Reached,8+ hours,0.0,NO,0.0,,Not Reached,8+ hours,0.0,19970.0,None,3.36,None,None,NOT AFFECTED,NOT AFFECTED,,,,,,,,
308,Bridge,Bridge — Ladole — Ladole — Ladole,Solapur,14.197,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
309,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.197,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
310,Primary Health Centre (PHC),"PHC, Vairag — Vairag — Vairag — Vairag",Solapur,14.197,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
311,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.215,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
312,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.215,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
313,Bridge,Bridge,Solapur,14.215,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
314,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.215,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
315,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.215,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
316,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,14.215,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
317,Bridge,Bridge — virag — virag — virag,Solapur,14.239,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
318,Road — Internal Road,Internal Road — Sasure,Solapur,14.301,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.091,7.1,ROAD MARGINALLY AFFECTED,1.292
319,Road — Internal Road,Internal Road — Sasure,Solapur,14.364,Zone II,ORANGE,HIGH RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.139,7.4,ROAD MARGINALLY AFFECTED,1.869
320,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,14.437,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.469,88.6,ROAD HEAVILY FLOODED,0.529,100.0,ROAD COMPLETELY FLOODED,0.529
321,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,14.525,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,1.076,100.0,ROAD COMPLETELY FLOODED,1.076,100.0,ROAD COMPLETELY FLOODED,1.076
322,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,14.655,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.154,100.0,ROAD COMPLETELY FLOODED,0.154,100.0,ROAD COMPLETELY FLOODED,0.154
323,Bridge,Bridge — Sasure — Sasure — Sasure,Solapur,14.914,Zone II,ORANGE,HIGH RISK,YES,,2.198,6.92,6–8 hours,,YES,,3.878,2.91,2–4 hours,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
324,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,14.914,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.015,100.0,ROAD COMPLETELY FLOODED,0.015,100.0,ROAD COMPLETELY FLOODED,0.015
325,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,14.933,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.161,94.4,ROAD HEAVILY FLOODED,0.171,100.0,ROAD COMPLETELY FLOODED,0.171
326,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,14.949,Zone II,ORANGE,HIGH RISK,YES,,,,,,YES,,,,,,,,,,,,,,1.864,96.8,ROAD COMPLETELY FLOODED,1.924,99.9,ROAD COMPLETELY FLOODED,1.926
327,Road — Service Road,Service Road — Dahithane,Solapur,15.203,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.029,10.7,ROAD MARGINALLY AFFECTED,0.271
328,Road — Internal Road,Internal Road — Dahithane,Solapur,15.412,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.439,14.4,ROAD MARGINALLY AFFECTED,0.574,18.9,ROAD MARGINALLY AFFECTED,3.043
329,Road — Kutcha Track,Kutcha Track — Sasure,Solapur,15.448,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.969,53.8,ROAD PARTIALLY FLOODED,1.071,59.5,ROAD PARTIALLY FLOODED,1.8
330,Road — Internal Road,Internal Road — Sasure,Solapur,15.743,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.017,100.0,ROAD COMPLETELY FLOODED,0.017
331,Bridge,Bridge — Sasure — Sasure — Sasure,Solapur,15.743,Zone II,ORANGE,HIGH RISK,NO,,,Not Reached,8+ hours,,YES,,1.154,3.23,2–4 hours,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
332,Road — Internal Road,Internal Road — Sasure,Solapur,16.042,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.164,19.4,ROAD MARGINALLY AFFECTED,0.842
333,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,16.132,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
334,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,16.132,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
335,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,16.159,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
336,Electricity Substation,Vairag 220/33 KV ss — Vairag — Vairag — Vairag,Solapur,16.159,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
337,Bridge,Bridge,Solapur,16.159,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
338,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,16.183,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
339,Bridge,Bridge,Solapur,16.183,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
340,Road — Kutcha Track,Kutcha Track — Dahithane,Solapur,16.264,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.02,3.0,ROAD MARGINALLY AFFECTED,0.268,40.5,ROAD PARTIALLY FLOODED,0.661
341,Road — Kutcha Track,Kutcha Track — Dahithane,Solapur,16.284,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.098,100.0,ROAD COMPLETELY FLOODED,0.098
342,Road — Kutcha Track,Kutcha Track — Dahithane,Solapur,16.327,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.048,94.0,ROAD HEAVILY FLOODED,0.051,100.0,ROAD COMPLETELY FLOODED,0.051
343,Road — Kutcha Track,Kutcha Track — Dahithane,Solapur,16.422,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.112,21.8,ROAD MARGINALLY AFFECTED,0.242,47.1,ROAD PARTIALLY FLOODED,0.513
344,Bridge,Bridge,Solapur,16.591,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
345,Road — Service Road,Service Road — Dahithane,Solapur,16.607,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.035,9.2,ROAD MARGINALLY AFFECTED,0.211,55.0,ROAD PARTIALLY FLOODED,0.384
346,Bridge,Bridge,Solapur,16.607,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
347,Bridge,Bridge,Solapur,16.607,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
348,Bridge,Bridge,Solapur,16.623,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
349,Bridge,Bridge,Solapur,16.623,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
350,Bridge,Bridge,Solapur,16.623,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
351,Bridge,Bridge,Solapur,16.623,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
352,Bridge,Bridge,Solapur,16.623,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
353,Bridge,Bridge,Solapur,16.623,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
354,Bridge,Bridge,Solapur,16.623,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
355,Bridge,Bridge — Vairag — Vairag — Vairag,Solapur,16.623,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
356,Road — Other Road,Surat-Chennai Expressway,Solapur,16.64,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.5,0.1,ROAD MARGINALLY AFFECTED,1.337,0.3,ROAD MARGINALLY AFFECTED,513.631
357,Road — Service Road,Service Road — Dahithane,Solapur,17.107,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.125,76.3,ROAD HEAVILY FLOODED,0.163
358,Road — Internal Road,Internal Road — Dahithane,Solapur,17.14,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.013,22.1,ROAD MARGINALLY AFFECTED,0.059,100.0,ROAD COMPLETELY FLOODED,0.059
359,Road — Internal Road,Internal Road — Dahithane,Solapur,17.393,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.126,44.1,ROAD PARTIALLY FLOODED,0.232,81.4,ROAD HEAVILY FLOODED,0.285
360,Road — Internal Road,Internal Road — Dahithane,Solapur,17.435,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.078,76.1,ROAD HEAVILY FLOODED,0.103
361,Bridge,Bridge — Dahithane — Dahithane — Dahithane,Solapur,17.461,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
362,Road — Internal Road,Internal Road — Dahithane,Solapur,17.477,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.005,2.9,ROAD MARGINALLY AFFECTED,0.036,20.7,ROAD MARGINALLY AFFECTED,0.175
363,Road — Internal Road,Internal Road — Dahithane,Solapur,17.514,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.048,65.2,ROAD PARTIALLY FLOODED,0.073
364,Road — Internal Road,Internal Road — Dahithane,Solapur,17.516,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.009,5.9,ROAD MARGINALLY AFFECTED,0.162
365,Settlement / Village,Dahithane,Solapur,17.524,Zone III,YELLOW,MODERATE RISK,YES,12.3,4.924,7.65,6–8 hours,217.0,YES,31.8,6.771,3.3,2–4 hours,562.0,1765.0,None,1.22,H1,H1,VILLAGE PARTIALLY FLOODED,VILLAGE MODERATELY FLOODED,,,,,,,,
366,Road — Internal Road,Internal Road — Dahithane,Solapur,17.525,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.034,64.7,ROAD PARTIALLY FLOODED,0.052
367,Road — Internal Road,Internal Road — Dahithane,Solapur,17.536,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.081,22.6,ROAD MARGINALLY AFFECTED,0.163,45.3,ROAD PARTIALLY FLOODED,0.359
368,Road — Internal Road,Internal Road — Dahithane,Solapur,17.556,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.029,100.0,ROAD COMPLETELY FLOODED,0.029
369,Road — Internal Road,Internal Road — Dahithane,Solapur,17.557,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.004,7.5,ROAD MARGINALLY AFFECTED,0.054
370,Road — Internal Road,Internal Road — Dahithane,Solapur,17.564,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.037,51.2,ROAD PARTIALLY FLOODED,0.073
371,Road — Service Road,Service Road — Dahithane,Solapur,17.613,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.135,83.7,ROAD HEAVILY FLOODED,0.161,100.0,ROAD COMPLETELY FLOODED,0.161
372,Road — Kutcha Track,Kutcha Track — Dahithane,Solapur,17.71,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.06,100.0,ROAD COMPLETELY FLOODED,0.06
373,Road — Kutcha Track,Kutcha Track — Dahithane,Solapur,17.739,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.103,16.4,ROAD MARGINALLY AFFECTED,0.187,29.7,ROAD MARGINALLY AFFECTED,0.63
374,Road — Major Road,SH74 — SH74 — Dahithane,Solapur,18.135,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.933,8.7,ROAD MARGINALLY AFFECTED,3.125,29.2,ROAD MARGINALLY AFFECTED,10.695
375,Road — Kutcha Track,Kutcha Track — Dahithane,Solapur,18.233,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.355,16.8,ROAD MARGINALLY AFFECTED,0.697,32.9,ROAD PARTIALLY FLOODED,2.117
376,Road — Kutcha Track,Kutcha Track — Dahithane,Solapur,18.297,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.204,34.1,ROAD PARTIALLY FLOODED,0.342,57.4,ROAD PARTIALLY FLOODED,0.597
377,Bridge,Bridge — Raleras — Raleras — Raleras,Solapur,19.233,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
378,Bridge,Bridge — Mungshi — Mungshi — Mungshi,Solapur,19.31,Zone III,YELLOW,MODERATE RISK,NO,,,Not Reached,8+ hours,,NO,,,Not Reached,8+ hours,,,,,,,,,,,,,,,,
379,Road — Service Road,Service Road — Mungshi,Solapur,19.601,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.02,17.3,ROAD MARGINALLY AFFECTED,0.115
380,Road — Village Road,Village Road — Mungshi,Solapur,20.157,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.261,4.1,ROAD MARGINALLY AFFECTED,0.578,9.2,ROAD MARGINALLY AFFECTED,6.284
381,Road — Service Road,Service Road — Mungshi,Solapur,20.241,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.076,56.6,ROAD PARTIALLY FLOODED,0.134
382,Road — Service Road,Service Road — Mungshi,Solapur,20.467,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.032,37.5,ROAD PARTIALLY FLOODED,0.084
383,Settlement / Village,Mungshi,Solapur,20.643,Zone III,YELLOW,MODERATE RISK,YES,11.5,5.711,8.53,8+ hours,149.0,YES,30.9,7.881,3.77,2–4 hours,399.0,1291.0,None,1.31,H1,H1,VILLAGE PARTIALLY FLOODED,VILLAGE MODERATELY FLOODED,,,,,,,,
384,Road — Internal Road,Internal Road — Mungshi,Solapur,20.643,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.031,24.4,ROAD MARGINALLY AFFECTED,0.111,88.0,ROAD HEAVILY FLOODED,0.126
385,Road — Internal Road,Internal Road — Mungshi,Solapur,20.654,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.012,23.0,ROAD MARGINALLY AFFECTED,0.052
386,Road — Internal Road,Internal Road — Mungshi,Solapur,20.744,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.014,8.2,ROAD MARGINALLY AFFECTED,0.025,15.1,ROAD MARGINALLY AFFECTED,0.165
387,Road — Village Road,Village Road — Mungshi,Solapur,20.837,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.219,46.5,ROAD PARTIALLY FLOODED,0.25,53.1,ROAD PARTIALLY FLOODED,0.471
388,Road — Internal Road,Internal Road — Mungshi,Solapur,20.917,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.027,38.3,ROAD PARTIALLY FLOODED,0.072
389,Road — Kutcha Track,Kutcha Track — Mungshi,Solapur,21.362,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.334,30.5,ROAD PARTIALLY FLOODED,1.095
390,Road — Kutcha Track,Kutcha Track — Mungshi,Solapur,22.105,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.16,18.5,ROAD MARGINALLY AFFECTED,0.864
391,Road — Kutcha Track,Kutcha Track — Bhagaiwadi,Solapur,22.234,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.075,100.0,ROAD COMPLETELY FLOODED,0.075,100.0,ROAD COMPLETELY FLOODED,0.075
392,Road — Kutcha Track,Kutcha Track — Bhagaiwadi,Solapur,22.254,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.338,88.0,ROAD HEAVILY FLOODED,0.384,100.0,ROAD COMPLETELY FLOODED,0.384
393,Settlement / Village,Bhagaiwadi,Solapur,22.56,Zone III,YELLOW,MODERATE RISK,NO,0.0,,Not Reached,8+ hours,0.0,NO,0.0,,Not Reached,8+ hours,0.0,0.0,None,0.33,None,None,NOT AFFECTED,NOT AFFECTED,,,,,,,,
394,Road — Kutcha Track,Kutcha Track — Bhagaiwadi,Solapur,22.606,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.108,30.2,ROAD PARTIALLY FLOODED,0.358
395,Road — Village Road,Village Road — Waluj,Solapur,22.892,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.31,7.4,ROAD MARGINALLY AFFECTED,0.355,8.5,ROAD MARGINALLY AFFECTED,4.192
396,Road — Service Road,Service Road — Waluj,Solapur,23.768,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.028,17.6,ROAD MARGINALLY AFFECTED,0.16
397,Bridge,Bridge — Waluj — Waluj — Waluj,Solapur,23.824,Zone III,YELLOW,MODERATE RISK,YES,,3.679,9.42,8+ hours,,YES,,6.172,4.24,4–6 hours,,,,,,,,,⚠️ BRIDGE SUBMERGED — ACCESS CUT,,,,,,,
398,Road — Major Road,SH74 — SH74 — Waluj,Solapur,23.824,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.107,95.6,ROAD COMPLETELY FLOODED,0.112,100.0,ROAD COMPLETELY FLOODED,0.112
399,Road — Service Road,Service Road — Waluj,Solapur,23.931,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.074,80.3,ROAD HEAVILY FLOODED,0.092
400,Road — Village Road,Village Road — Waluj,Solapur,24.305,Zone III,YELLOW,MODERATE RISK,YES,,,,,,YES,,,,,,,,,,,,,,0.032,0.7,ROAD MARGINALLY AFFECTED,0.238,5.4,ROAD MARGINALLY AFFECTED,4.373
401,Settlement / Village,Waluj,Solapur,24.32,Zone II,ORANGE,HIGH RISK,NO,0.0,,Not Reached,8+ hours,0.0,YES,0.6,0.481,4.24,4–6 hours,9.0,1426.0,None,0.84,None,H1,NOT AFFECTED,VILLAGE MARGINALLY AFFECTED,,,,,,,,
402,Road — Major Road,SH74 — SH74 — Waluj,Solapur,24.718,Zone III,YELLOW,MODERATE RISK,NO,,,,,,YES,,,,,,,,,,,,,,0.0,0.0,NOT FLOODED,0.187,3.8,ROAD MARGINALLY AFFECTED,4.883
403,Settlement / Village,Waluj,Solapur,24.718,Zone III,YELLOW,MODERATE RISK,YES,1.0,2.314,9.41,8+ hours,0.0,YES,17.5,4.807,4.23,4–6 hours,0.0,0.0,None,1.02,H1,H1,VILLAGE MARGINALLY AFFECTED,VILLAGE PARTIALLY FLOODED,,,,,,,,
